theta 1,0.462951485,0.461577394,0.459542819,0.456865166,0.453562103,0.449651747,0.445152755,0.440084368,0.434466422,0.428319334,0.421664086,0.414522194,0.406915674,0.398867001,0.390399067,0.381535131,0.372298767,0.362713804,0.35280427,0.342594323,0.332108186,0.321370074,0.310404124,0.298855548,0.286888117,0.274611241,0.26210012,0.249408567,0.236577096,0.223637972,0.210618339,0.197542114,0.184431133,0.170536929,0.156142568,0.141437874,0.126549756,0.111563632,0.096538079,0.081514608,0.066524035,0.05115429,0.035532796,0.019760483,0.003913659,-0.011950952,-0.027790972,-0.043573984,-0.059274233,-0.074944573,-0.09067178,-0.106468699,-0.122317895,-0.13819185,-0.154061567,-0.16989968,-0.185681148,-0.201080002,-0.21629707,-0.231422781,-0.246490224,-0.26150334,-0.27645165,-0.291317802,-0.306081355,-0.320720623,-0.335141267,-0.349372445,-0.363417633,-0.377267143,-0.390904781,-0.404311321,-0.417466323,-0.430349043,-0.442938903,-0.45521572,-0.467165553,-0.47876229,-0.489984694,-0.500814126,-0.511233423,-0.521226354,-0.530777364,-0.539871451,-0.548494102,-0.556631246,-0.564273697,-0.571407482,-0.578018525,-0.58409303,-0.589617573,-0.594579059,-0.598964648,-0.602761662,-0.605957505,-0.608539581,-0.610495237,-0.611811701,-0.612476037,-0.612475107,-0.611795533
d,0.318293419,0.318806168,0.31956861,0.320579055,0.321837384,0.323344789,0.325103577,0.327117007,0.329389149,0.331924755,0.334729139,0.337808059,0.341167604,0.344814089,0.348753948,0.352993629,0.357539502,0.362397759,0.367574331,0.373074797,0.37890431,0.38506752,0.391568509,0.397389793,0.402988708,0.408628199,0.414458171,0.420562949,0.426988875,0.433760319,0.44088892,0.448378896,0.456230066,0.461731435,0.466111509,0.470071577,0.47400675,0.478135057,0.482572635,0.48737738,0.492574165,0.495428241,0.497185458,0.498556105,0.499938343,0.501549326,0.503501905,0.505849334,0.508611182,0.507611328,0.504733963,0.50106204,0.497208373,0.493511352,0.490150282,0.487213086,0.484735852,0.480155744,0.474624164,0.468801181,0.463057311,0.457593448,0.4525119,0.447858293,0.443646132,0.439871116,0.435966205,0.432166324,0.428598493,0.425326409,0.422376894,0.41975551,0.417455734,0.415464315,0.413764367,0.412337149,0.411321166,0.410621195,0.410173653,0.40993374,0.409867819,0.409948919,0.4101541,0.410462913,0.410856521,0.411317211,0.411729955,0.412128741,0.412527122,0.412926992,0.413323778,0.41370953,0.414074763,0.414409567,0.414704292,0.41494998,0.41513865,0.415263506,0.41531909,0.415301418,0.415208092
theta 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
